sundanese:0 "Sundanese"
peg_buddhist_traditions:0 "Buddhist Kingship"
peg_mon_diaspora:0 "Mon Diaspora"
KUT_ideas:1 "Bornean Ideas"
kut_earliest_indic_state:0 "Earliest Indic State"
kut_muslim_trading_communities:0 "Muslim Trading Communities"
kut_riches_of_borneo:0 "Riches of Borneo"
kut_anti_piracy_measures:0 "Anti-Piracy Measures"
kut_encourage_immigration:0 "Encourage Immigration"
kut_consolidation_of_kutai:1 "Consolidation of Borneo"
kut_subdue_the_inlands:0 "Subdue the Inlands"
sulawesi_ideas:0 "Sulawesi Ideas"
sulawesi_intra_asian_trade:0 "Intra-Asian Trade Network"
sulawesi_bajau:0 "The Bajau"
sulawesi_prau:0 "The Prau"
sulawesi_unification:0 "Unification of Sulawesi"
sulawesi_learning_from_outsiders:0 "Encourage Diffusion of Ideas"
sulawesi_entrepot:0 "Entrepot of Trade"
sulawesi_assymetrical_warfare:0 "Asymmetrical Resistance"
mayan_ideas:0 "Mayan Ideas"
mayan_sacred_cenote:0 "The Sacred Cenote"
mayan_building_traditions:0 "Building Traditions"
mayan_ancient_feuds:0 "Ancient Feuds"
mayan_shipwreck_survivors:0 "Shipwreck Survivors"
mayan_kuchkabal:0 "Kuchkabal"
mayan_remote_isolation:0 "Remote Isolation"
mayan_caste_war:0 "Caste War"
KIC_ideas:0 "K'iche Ideas"
kic_blessings_of_tohil:0 "Blessings of Tohil"
kic_ilokab:0 "Ilo'kab traditions"
kic_wealth_of_tamub:0 "Wealth of the Tamub"
kic_titulos:0 "Titulos"
kic_kiqabs_vengeance:0 "K'iq'ab's Vengeance"
kic_popul_vuh:0 "Popol Vuh"
moluccan_ideas:0 "Moluccan Ideas"
moluccan_spice_islands:0 "The Spice Islands"
moluccan_cultural_heritage:0 "Shared Cultural Heritage"
moluccan_dominance_over_the_outer_islands:0 "Dominance over the Outer Islands"
moluccan_agents_of_trade:0 "Agents of Trade"
moluccan_four_kingdoms:0 "Four Kingdoms"
moluccan_ally_papuan_raiders:0 "Alliance with the Papuans"
moluccan_pragmatic_diplomacy:0 "Pragmatic Diplomacy"
LDK_ideas:0 "Ladakh Ideas"
ldk_two_kingdoms:0 "The Two Kingdoms of Ladakh"
ldk_fortified_mountain_cities:0 "Fortified Mountain Cities"
ldk_wool_from_the_roof_of_the_world:0 "Wool from the Roof of the World"
ldk_great_monasteries:0 "Construction of Great Monasteries"
ldk_la_dvags_rgyal_rabs:0 "La dvags rgyal rabs"
ldk_kingdom_united:0 "A Kingdom United"
ldk_far_away_traders:0 "Invite Far-Away Traders"
ZIM_ideas:0 "Mutapan Ideas"
zim_mwenemutapa:0 "Mwenemutapa"
zim_rekindling_the_royal_fires:0 "Rekindling The Royal Fires"
zim_mutapa_architecture:0 "Mutapa Architecture"
zim_spokesman_before_the_dead:0 "Spokesman before the Dead"
zim_elected_administrators:0 "Elected Administrators"
zim_curva:0 "Curva"
zim_controlling_the_mutapan_riches:0 "Controlling the Mutapan Riches"
BAL_ideas:0 "Baluch Ideas"
bal_natural_defences:0 "Natural Defenses"
bal_hani_and_sheh_mureed:0 "Hani and Sheh Mureed"
bal_khan_of_the_baloch:0 "Khan of the Baloch"
bal_reorganization_of_the_army:0 "Reorganization of the Army"
bal_control_of_the_overland_trade:0 "Control the Overland Trade"
bal_chiefs_and_landlords:0 "Chiefs and Landlords"
bal_baluch_leadership:0 "Baluchi Leadership"
ORL_ideas:0 "Orleanaise Ideas"
orl_brothers_of_kings:0 "Monsieur d'Orleans"
orl_maid_of_orleans:0 "The Maid of Orleans"
orl_saffron_of_boynes:0 "Saffron of Boynes"
orl_chateaux_of_the_loire_valley:0 "Chateaux of the Loire Valley"
orl_faith_and_devotion:0 "Faith and Devotion"
orl_calvin_and_moliere:0 "Calvin and Molière"
ORM_ideas:0 "Hormuz Ideas"
orm_a_vast_emporium:0 "A Vast Emporium"
orm_protecting_the_islands:0 "Protecting the Islands"
orm_moqarrariya:0 "Reform the Moqarrariya"
orm_far_reaching_diplomacy:0 "Far-reaching Diplomacy"
orm_secure_trading_monopoly:0 "Maintain Trading Monopoly"
orm_develop_qeshm_and_ormuz:0 "Develop Qeshm and Hormuz"
orm_ormuzi_navy:0 "Hormuzi Naval Expansion"
greek_ideas:0 "Greek Ideas"
greek_orthodox_faith:0 "Greek Orthodox Faith"
greek_maritime_heritage:0 "Maritime Heritage"
greek_klephtic_irregulars:0 "Klephtic Recruitment"
greek_phanariotes:0 "Greek Diaspora"
greek_strengthen_control_over_the_trade_routes:0 "Control the Mediterranean Trade"
greek_philhellenism:0 "Philhellenism"
greek_enlightenment:0 "Greek Enlightenment"
KGR_ideas:0 "Kangra Ideas"
kgr_katoch_lineage:0 "Katoch Lineage"
kgr_riches_of_the_kangra_valley:0 "Riches of the Kangra Valley"
kgr_martial_heritage:0 "Martial Heritage"
kgr_hill_forts:0 "Control of the Hill Forts"
kgr_strengthen_the_mountain_trade:0 "Strengthen the Mountain Trade"
kgr_pahari_paintings:0 "Pahari Painting"
kgr_tigers_of_the_himalayas:0 "Tigers of the Himalayas"
KAS_ideas:0 "Yarkandi Ideas"
kas_northern_silk_road:0 "Northern Silk Road"
kas_altishahr:0 "Altishahr"
kas_tarikh_i_rashidi:0 "Tarikh-i-Rashidi"
kas_empower_the_khojas:0 "Empower the Khojas"
kas_holy_warriors:0 "Holy Warriors"
kas_black_and_white_mountain:0 "Black Mountain and White Mountain"
kas_encourage_tarim_trade:0 "Encourage Tarim Trade"
LUX_ideas:0 "Luxembourg Ideas"
lux_imperial_legacy:0 "Imperial Legacy"
lux_ardennes:0 "The Ardennes"
lux_moselle_trade:0 "The Moselle Trade"
lux_fortress:0 "The Fortress of Luxembourg"
lux_spanish_road:0 "The Spanish Road"
lux_grand_duchy_of_luxembourg:0 "The Grand Duchy of Luxembourg"
lux_rivals_rivals_everywhere:0 "Rivals On All Sides"
telugu_ideas:0 "Telugu Ideas"
yor_telugu_warrior_aristocrats:0 "Telugu Warrior Aristocrats"
yor_patronize_telugu_literature:0 "Patronize Telugu Literature"
yor_kakatiya_legacy:0 "Kakatiya Legacy"
yor_great_forts_of_the_east:0 "Great Forts of the East"
yor_legend_of_prataparudra:0 "Legend of Prataparudra"
yor_diamond_mines_of_kollur:0 "Diamond Mines of Kollur"
yor_encourage_coromandel_trade:0 "Encourage Coromandel Trade"
LON_ideas:0 "Leonese Ideas"
lon_heritage_of_the_reconquista:0 "Heritage of the Reconquista"
lon_leonese_cortes:0 "Leonese Cortes"
lon_conquistadores:0 "Conquest of the New World"
lon_school_of_salamanca:0 "School of Salamanca"
lon_expand_navy:0 "Expand the Leonese Navy"
lon_patronize_leonese_language:0 "Patronize the Leonese Language"
lon_nationalism:0 "Leonese Nationalism"
CYI_ideas:0 "Yi Ideas"
cyi_strengthen_yi_caste_system:0 "Strengthen the Yi Caste System"
cyi_deep_in_mountains:0 "Deep in the Mountains"
cyi_chain_of_zimo_domains:0 "Chain of Zimo Domains"
cyi_solar_calendar:0 "Yi Solar Calendar"
cyi_promote_bimoism:0 "Promote the Bimoism"
cyi_renovate_skyward_tombs:0 "Renovate the Skyward Tombs"
cyi_children_of_the_black_tiger:0 "Children of the Black Tiger"
NZH_ideas:0 "Nizhny Novgorod Ideas"
nzh_at_the_confluence_of_two_giants:0 "At The Confluence Of Giants"
nzh_crossroads_of_nations:0 "Crossroads Of Nations"
nzh_issue_land_reforms:0 "Issue Land Reforms"
nzh_citadel_of_russia:0 "Citadel Of Russia"
nzh_open_up_the_river_trade:0 "Open Up The River Trade"
nzh_russian_ambition:0 "Russian Ambition"
nzh_expand_to_the_east:0 "To The East!"
SMI_ideas:0 "Sami Ideas"
smi_land_of_the_midnight_sun:0 "Land of the Midnight Sun"
smi_protect_the_herds:0 "Protection of Reindeer Herds"
smi_regulate_southern_trade:0 "Regulate Trade with the Southerners"
smi_encourage_growth_of_the_winter_market:0 "Encourage growth of the Winter Market"
smi_defend_noaidi_traditions:0 "Defend the Noaidi Traditions"
smi_living_of_the_land:0 "Living off the Land"
smi_standardized_literary_language:0 "Standardize Literary Language"
nubian_ideas:0 "Nubian Ideas"
nubian_nile:0 "The Nile"
nubian_heritage:0 "Nubian Heritage"
nubian_sahara:0 "Warriors of the Sahara Desert"
nubian_long_distance_trade:0 "Encourage Long-Distance Trade"
nubian_religious_struggles:0 "Nubian Religious Unity"
nubian_desert_cavalry:0 "Desert Cavalry"
nubian_fortified_strongholds:0 "Fortified Strongholds"
MAZ_ideas:0 "Mazovian Ideas"
maz_piast_legacy:0 "Piast Legacy"
maz_frontier:0 "Mazovian Frontier"
maz_between_monk_eagle_and_purse:0 "Between Monk, Eagle and Purse"
maz_szlachta_zasciankowa:0 "Szlachta Zasciankowa"
maz_mazovian_lawmaking:0 "Mazovian Lawmaking"
maz_sejmy_i_sejmiki:0 "Sejmy i Sejmiki"
maz_emporium:0 "Central Emporium"
GAL_ideas:0 "Galician Ideas"
gal_way_of_st_james:0 "The Way of St. James"
gal_la_bella:0 "Galicia la Bella"
gal_rein_in_the_cities:0 "Rein in the Cities"
gal_shipyards:0 "Galician Shipyards"
gal_santiago_y_cierra:0 "Santiago y Cierra!"
gal_sailors_of_the_cantabrian_sea:0 "Sailors of the Cantabrian Sea"
gal_irmandinos:0 "Irmandinos"
NEV_ideas:0 "Nivernais Ideas"
nev_forges_of_nivernais:0 "Forges of Nivernais"
nev_nivernais_legal_traditions:0 "Commentaire sur la Coutume du Pays et Duché de Nivernais"
nev_faience_production:0 "Faience Production"
nev_the_best_of_france:0 "True Frenchmen"
nev_bridges_of_the_loire:0 "Bridges of the Loire"
nev_morvan_wet_nurses:0 "Morvan Wet Nurses"
nev_greatest_palace_of_the_loire:0 "Greatest Palace of the Loire Valley"
french_culture_ideas:0 "French Ducal Ideas"
french_men_of_trade:0 "Men of Trade"
french_renaissance_palaces:0 "Renaissance Palaces"
french_qui_ruit_et_lethum:0 "Qui Ruit Et Lethum"
french_religious_conviction:0 "Religious Conviction"
french_cuisine:0 "French Cuisine"
french_enlightenment:0 "French Enlightenment"
french_la_petite_nation:0 "La Petite Nation"
MED_ideas:0 "Medri Bahri Ideas"
med_kings_of_the_sea:0 "Kings of the Sea"
med_ancient_christian_traditions:0 "Christian Legacy"
med_diplomatic_flexibility:0 "Diplomatic Flexibility"
med_strengthen_central_rule:0 "Strengthen Central Rule"
med_independent_traditions:0 "Independent Traditions"
med_strengthen_red_sea_trade:0 "Promote the Red Sea Trade"
med_princely_ambitions:0 "Princely Ambition"
CDL_ideas:0 "Dali Ideas"
cdl_renovate_the_city_of_jumie:0 "Renovate the City of Jumie"
cdl_tea_horse_route:0 "The Tea-Horse Route"
cdl_confucian_influences:0 "Confucian Influences"
cdl_buddhas_teachings:0 "Teachings of Buddha"
cdl_benzhu_worship:0 "Benzhu Worship"
cdl_rice_terraces:0 "Rice Terraces"
cdl_dian_bronze:0 "Dian Bronze"
JMN_ideas:0 "Jan Mayen Ideas"
polarized_nation:0 "Polarized Nation"
keeping_our_bearings:0 "Keeping our Bearings"
grizzly_terrain:0 "Grizzly Terrain"
of_noble_bearing:0 "Of Noble Bearing"
come_bearing_gifts:0 "Come Bearing Gifts"
expand_the_bearocracy:0 "Expand the Bearocracy"
the_right_to_bear_arms:0 "The Right to Bear Arms"
TRT_ideas:0 "Tirhuti Ideas"
trt_brahmin_kings:0 "Brahmin Kings"
trt_gateway_to_india:0 "Gateway to India"
trt_scholars_and_poets:0 "Scholars and Poets"
trt_purbias:0 "Purbias"
trt_river_landscape:0 "Riverine Landscape"
trt_tirhuta:0 "Tirhuta"
trt_indigo:0 "Indigo & Cash Crops"
ROM_ideas:0 "Roman Ideas"
roman_legions:0 "The Roman Legions"
pax_romana:0 "Pax Romana"
imperium_sine_fine:0 "Imperium Sine Fine"
roman_architecture:0 "Roman Architecture"
legacy_of_rome:0 "Legacy of Rome"
spqr:0 "S.P.Q.R."
imperial_bureaucracy:0 "Imperial Bureaucracy"
MNS_ideas:0 "Thomondian Ideas"
mns_fierce_rivalry:0 "Fierce Rivalry"
mns_subdue_the_clans:0 "Subdue the Clans"
mns_cios_dubh:0 "Enforce Cios Dubh"
mns_foreign_contracts:0 "Foreign Contracts"
mns_pasture_of_ireland:0 "Pasture of Ireland"
mns_thmond_army_reform:0 "Thomond's Army Reform"
mns_overseas_ambition:0 "Thomond's Overseas Ambition"
SLN_ideas:0 "Sligonian Ideas"
sln_promote_the_trade:0 "Promote the Trade"
sln_rebuild_the_castle_of_sligo:0 "Rebuild the Castle of Sligo"
sln_galic_meets_norman:0 "Cultural Crossroads"
sln_a_different_way:0 "A Different Way"
sln_study_the_norman_traditions:0 "Study the Norman Traditions"
sln_sligo_rules_the_waves:0 "Sligo's Naval Ambition"
sln_pragmatism:0 "Pragmatism Over All"
DMS_ideas:0 "Desmondian Ideas"
dms_the_land_of_castles:0 "The Land of Castles"
dms_cadet_lines:0 "Cadet Lines"
dms_gaelic_bastion:0 "Gaelic Bastion"
dms_the_munster_ambition:0 "The Munster Ambition"
dms_fierce_independence:0 "Fierce Independence"
dms_promote_the_clture_of_service:0 "Promote the Culture of Service"
dms_inner_perfection:0 "Inner Perfection"
african_great_lakes_ideas:0 "Interlacustrine Ideas"
source_of_the_nile:0 "Source of the Nile"
heirs_of_kitara:0 "Heirs of Kitara"
no_illegitimate_children:0 "No Illegitimate Children"
cwezy_religion:0 "Holy Lineages"
emitwe:0 "Emitwe"
unity_of_clans:0 "Unity of the Clans"
development_of_clientship:0 "Development of Clientship"
MRA_ideas:0 "Maravi Ideas"
mra_fresh_perspectives:0 "Fresh Perspectives"
mra_mlira_cult:0 "Mlira Cult"
mra_fertile_land:0 "A Fertile Land"
mra_ivory_trade:0 "Maravi Ivory Trade"
mra_serving_abroad:0 "Serving Abroad"
mra_chimanga_ndi_moyo:0 "Chimanga Ndi Moyo"
mra_control_of_the_slave_trade:0 "Control of the Slave Trade"
ANT_ideas:0 "Antemoro Ideas"
ant_tampon_tany:0 "Unite with the Tompon-Tany"
ant_sorabe:0 "Sorabe"
ant_andrianoni:0 "Office of the Andrianoni"
ant_ombiasa:0 "Ombiasa"
ant_religious_control:0 "Religious Control"
ant_slave_trade:0 "Strengthen control over the Slave Trade"
ant_unify_political_and_religious_power:0 "Unify Political and Religious Power"
malagasy_ideas:0 "Malagasy Ideas"
malagasy_fortify_coastline:0 "Fortify the Coastline"
malagasy_zafivolemena:0 "Zafivolamena"
malagasy_pirate_ports:0 "Pirate Ports"
malagasy_raid_warfare:0 "Martial Traditions"
malagasy_sacred_law:0 "Sacred Law"
malagasy_foreign_traders:0 "Control of the Foreign Traders"
malagasy_permanent_taxation_system:0 "Permanent Taxation System"
MIR_ideas:0 "Imerina Ideas"
mir_unify_inlands:0 "Unify the Inland Kingdoms"
mir_twelve_sampys:0 "The Twelve Sampys of Imerina"
mir_intensive_rice_cultivation:0 "Intensive Rice Cultivation"
mir_fortify_highlands:0 "Fortify the Highlands"
mir_reform_the_nobility:0 "Reform the Andriana"
mir_unified_legal_system:0 "Reform Legal System"
mir_foloalinday:0 "Foloalindahy"
BTS_ideas:0 "Betsimisaraka Ideas"
bts_people_of_the_coast:0 "People of the Coast"
bts_indivisable_many:0 "The Indivisible Many"
bts_gifts_and_hostages:0 "Gifts & Hostages"
bts_european_pirate_settlements:0 "European Pirate Communities"
bts_royal_justice:0 "Royal Justice"
bts_european_diplomacy:0 "European Diplomacy"
zambezi_ideas:0 "Zambezi Ideas"
zambezi_warrior_culture:0 "Warrior Culture"
zambezi_maravi_influences:0 "Maravi Influences"
zambezi_control_the_zambezi_trade:0 "Control of the Zambezi Trade"
zambezi_strengthen_the_chieftaincies:0 "Strengthen the Chieftaincies"
zambezi_centralizing_the_mbona_cult:0 "Centralizing the Mbona cult"
zambezi_wealth_of_the_shire_valley:0 "Wealth of the Shire Valley"
zambezi_loyal_local_representatives:0 "Loyal Representatives"
congolese_minor_ideas:0 "Kongolese Ideas"
congolese_minor_isolated_lands:0 "The Kongo River Basin"
congolese_minor_elephant_hunts:0 "Elephant Hunts"
congolese_minor_aristocratic_merit:0 "Aristocratic Merit"
congolese_minor_intiation_rites:0 "Initiation Rites"
congolese_minor_aggressive_migrations:0 "Aggressive Migration"
congolese_minor_subordinate_chiefs:0 "Subordinate Chiefs"
congolese_minor_ivory_trade:0 "The Ivory Trade"
TBK_ideas:0 "Tumbuka Ideas"
tbk_central_melting_pot:0 "Central Melting Pot"
tbk_healthy_priest_kings:0 "Healthy Priest Kings"
tbk_office_of_the_mulwa:0 "Office of the Mulwa"
tbk_inter_african_trade:0 "Inter-African Trade"
tbk_break_the_power_of_the_makambala:0 "Break the power of the Makambala"
tbk_welcome_the_swahili_merchants:0 "Welcome Swahili Merchants"
KUB_ideas:0 "Kuban Ideas"
kub_journey_of_enlightenment:0 "Journey of Enlightenment"
kub_children_of_woot:0 "Children of Woot"
kub_people_of_ornaments:0 "People of Ornaments"
kub_usurpation_of_the_chiefs:0 "Usurpation of the Chiefs"
kub_ngesh_dancers:0 "Ngesh Dancing"
kub_ndop_statue:0 "Ndop Statue"
kub_courtly_competition:0 "Courtly Competition"
LUB_ideas:0 "Luban Ideas"
lub_bamfumus:0 "Bamfumus"
lub_royal_village_shrines:0 "Royal Village Shrines"
lub_bambudye:0 "Bambudye"
lub_kasala_tradition:0 "Encourage the Kasala Tradition"
lub_lukasa_boards:0 "Lukasa Boards"
lub_mbidi_kiluwe:0 "Tales of Mbidi Kiluwe"
lub_mulopwe_prestige:0 "Prestige of the Mulopwe"
LND_ideas:0 "Lunda Ideas"
lnd_great_family:0 "The Great Family"
lnd_perpetual_kingship:0 "Perpetual Kingship"
lnd_tukwata:0 "Establish the Tukwata"
lnd_overnight_army:0 "An Army Overnight"
lnd_warrior_migrations:0 "Warrior Migrations"
lnd_rukonkesh:0 "The Rukonkesh"
lnd_lord_of_vipers:0 "Lord of the Vipers"
RZW_ideas:0 "Butua Ideas"
rzw_legacy_of_zimbabwe:0 "Legacy of Zimbabwe"
rzw_strict_gold_regulations:0 "Strict Gold Trade Regulations"
rzw_empowering_the_rozwi:0 "Empowering the Rozwi"
rzw_hierarchical_tax_organization:0 "Hierarchical Tax Organization"
rzw_discipline_and_traning:0 "Regular Training"
rzw_mwari_cult:0 "Monotheistic Worship"
rzw_vashambadzi:0 "Vashambadzi"
MLW_ideas:0 "Malvi Ideas"
mlw_rajputs_of_malwa:0 "The Rajputs Malwa"
mlw_nimatnama:0 "Malvi Art & Architecture"
mlw_surat_delhi_route:0 "Protect the Delhi-Surat Trade Route"
mlw_fortified_strongholds:0 "Fortified Strongholds"
mlw_black_soil:0 "Black Soils"
mlw_reliance_on_jain_bankers:0 "Jain Bankers"
mlw_malwa_opium:0 "Malwa Opium"
PAT_ideas:0 "Pattani Ideas"
pat_pepper:0 "Pepper Production"
pat_china_sea:0 "South China Sea Trade"
pat_smuggling_networks:0 "Smuggling Networks"
lian_dao_qian_band:0 "Lian Dao-Qian Band"
pat_entrepot:0 "Entrepôt"
protection_private_property:0 "Protection of Private Property"
pat_canals:0 "Canal Infrastructure"
KAF_ideas:0 "Kaffan Ideas"
kaf_kingdom_of_coffee:0 "Kingdom of Coffee"
kaf_minjo_usurpation:0 "Minjo Usurpation"
kaf_kaffan_highlands:0 "Kaffan Highlands"
kaf_autonomous_kings:0 "Autonomous Kings"
kaf_strengthen_ties_with_ethiopian_church:0 "Strengthen Ties With the Ethiopian Church"
kaf_king_of_kings:0 "King of Kings"
kaf_kaffan_exports:0 "Trade Reform"
CEP_ideas:0 "Ionian Ideas"
cep_frankokratia:0 "Frankokratia"
cep_angelokastroi:0 "Castles of the Angels"
cep_settling_the_islands:0 "Settling the Islands"
cep_gate_to_the_adriatic:0 "Gate to the Adriatic"
cep_govian_arsenal:0 "Naval Expansion"
cep_entrepot_of_eastern_med:0 "Entrepôt of the Eastern Mediterranean"
cep_ionian_academy:0 "Ionian Academy"
LOR_ideas:0 "Lorraine Ideas"
lor_vosges:0 "The Vosges"
lor_mines_of_lorraine:0 "Mines of Lorraine"
lor_lotharingia:0 "Lotharingia"
lor_between_great_powers:0 "Flexible Diplomacy"
lor_two_languages:0 "Two Languages, One Land"
lor_three_bishoprics:0 "Trois-Évêchés"
lor_place_stanislas:0 "Place Stanislas"
WUR_ideas:0 "Württemberger Ideas"
wur_estates_of_wurtemberg:0 "Estates of Württemberg"
wur_swabian_league:0 "Swabian League"
wur_poor_conrad:0 "Armer Konrad"
wur_swabian_circle:0 "Swabian Circle"
wur_grosse_kirchenordnung:0 "Grosse Kirchenordnung"
wur_ludwigsburg:0 "Ludwigsburg"
wur_reichsdeputationshauptschluss:0 "Reichsdeputationshauptschluss"
SLO_ideas:0 "Slovak Ideas"
slo_rudohorie:0 "Rudohorie"
slo_universitas_istropolitana:0 "Universitas Istropolitana"
slo_golden_kremnica:0 "Golden Kremnica"
slo_land_of_castles:0 "Land of Castles"
slo_town_air_liberates:0 "Town Air Liberates"
slo_literary_language:0 "Slovak Literary Language"
slo_slovak_national_awakening:0 "Slovak National Awakening"
GLH_ideas:0 "Golden Horde Ideas"
glh_legacy_of_the_golden_horde:0 "Legacy of the Golden Horde"
glh_perso_mongol_administration:0 "Perso-Mongol Administration"
glh_tatar_traditions:0 "Tatar Traditions"
glh_secure_the_trade_routes:0 "Secure the Trade Routes"
glh_populating_the_steppes:0 "Populating the Steppes"
glh_religious_pragmatism:0 "Religious Pragmatism"
ANS_ideas:0 "Ansbach Ideas"
ans_land_of_the_hohenzollerns:0 "Land of the Hohenzollerns"
ans_restore_the_burgraviate:0 "Restoring Our Heritage"
ans_plassenburg:0 "Plassenburg"
ans_franconian_reformers:0 "Franconian Reformers"
ans_protestant_exiles:0 "Protestant Exiles"
ans_wolf_of_ansbach:0 "The Wolf of Ansbach"
ans_dragoons_of_ansbach:0 "Dragoons of Ansbach"
OKA_ideas:0 "Odoyev Ideas"
oka_heirs_of_chernigov:0 "Heirs of Chernigov"
oka_dynamic_diplomacy:0 "Dynamic Diplomacy"
oka_strengthen_our_tatar_ties:0 "Commit to Tatar Ties"
oka_safeguard_agnatic_seniority:0 "Safeguard Agnatic Seniority"
oka_cities_of_the_upper_oka_valley:0 "Cities of the Upper Oka Valley"
oka_fortification_efforts:0 "Fortification Efforts"
oka_strengthen_the_oka_river_trade:0 "Strengthen the Oka River Trade"
GHR_ideas:0 "Garhwali Ideas"
ghr_52_garhs:0 "Legacy of the 52 Garhs"
ghr_himalayan_kingdom:0 "Himalayan Kingdom"
ghr_rani_karnavati:0 "Martial Diplomacy"
ghr_land_of_serene_beauty:0 "Land of Serene Beauty"
ghr_source_of_the_ganges:0 "Source of the Ganges"
ghr_land_of_the_gods:0 "Protecting the Land of the Gods"
ghr_crossroad_of_faiths:0 "Crossroads of Faiths"
DTT_ideas:0 "Dithmarscher Ideas"
dtt_resistance_against_feudalism:0 "Resistance to Feudalism"
dtt_kirchspiele:0 "Kirchspiele"
dtt_trade_missions:0 "Trade Missions"
dtt_expert_wreckers:0 "Expert Wreckers"
dtt_levees:0 "Fortify the Coastline"
dtt_ecclesiacstiacl_order:0 "Ecclesiastical Orders"
dtt_free_farmers:0 "Free Farmers"
HTK_ideas:0 "Hatakeyama Ideas"
HTK_kanrei_candidate:0 "Kanrei Candidate"
HTK_indomitable_generals:0 "Indomitable Generals"
HTK_mount_koya:0 "Mount Koya"
HTK_retainers:0 "Hatakeyama Retainers"
HTK_wakae_castle:0 "Wakae Castle"
HTK_clan_unification:0 "Unify the Clan"
HTK_saiku_shu:0 "Saika-shu"
IMG_ideas:0 "Imagawa Ideas"
IMG_claim_to_shogunate:0 "Claim to the Shogunate"
IMG_supreme_ruler_of_tokaido:0 "Control of Tokaido"
IMG_history_of_imagawa:0 "History of the Imagawa"
IMG_revised_clan_law:0 "Revised Clan Laws"
IMG_triple_alliance:0 "Triple Alliance"
IMG_mount_fuji:0 "In the Shadow of Mount Fuji"
IMG_march_to_kyoto:0 "March to Kyoto"
AMA_ideas:0 "Amago Ideas"
ama_omi_genji:0 "Omi-Genji"
